Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time	Time_to_finish	Time_to_complete	100% Completed	Developer	Publisher
Deathtrap	310510	Action, Adventure, Indie, RPG, Strategy	Tower Defense, RPG, Action, Strategy, Indie, Co-op, Fantasy, Multiplayer, Isometric, Controller, Action RPG, Dark Fantasy, Singleplayer, Blood, Hack and Slash, Online Co-Op, Gothic, Steampunk, Magic, Crafting	1948	83.7782340862423	3.8	11	17	NA	NeocoreGames	NeocoreGames
METAL SLUG X	312610	Action	Action, Arcade, Co-op, Classic, Shoot 'Em Up, 2D, Retro, Multiplayer, Side Scroller, Pixel Graphics, Local Co-Op, Shooter, Great Soundtrack, Difficult, Singleplayer, Adventure, Old School, Anime, Platformer, Local Multiplayer	2782	88.4974838245866	3.8	1	4	NA	SNK CORPORATION, Dotemu	SNK CORPORATION
DreadOut	269790	Adventure, Indie	Horror, Adventure, Indie, Female Protagonist, Third Person, Survival Horror, Singleplayer, Atmospheric, Supernatural, Puzzle, Survival, Psychological Horror, Action, Great Soundtrack, Multiplayer, Zombies, Mystery, Open World	4738	76.3191219924019	3.8	4	8	NA	Digital Happiness	Digital Happiness
Dark Arcana: The Carnival	284730	Adventure, Casual	Hidden Object, Casual, Adventure, Female Protagonist, Point & Click, Puzzle, Mystery, Horror, Fantasy, Atmospheric, Singleplayer, Indie, Story Rich, 2D, Great Soundtrack, Family Friendly	662	88.9728096676737	3.8	3	5	NA	Artifex Mundi	Artifex Mundi
Dementium II HD	217100	Action, Adventure, Indie	Horror, Action, Adventure, Indie, FPS, First-Person, Shooter, Singleplayer, Gore	1079	47.6367006487488	3.8	5	11	NA	Memetic Games	Missing Link Games
The Vanishing of Ethan Carter	258520	Adventure, Indie	Mystery, Atmospheric, Detective, Walking Simulator, Exploration, First-Person, Adventure, Horror, Story Rich, Singleplayer, Supernatural, Puzzle, Indie, Lovecraftian, Open World, Great Soundtrack, Short, Psychological Horror, Beautiful, Point & Click	8512	88.5573308270677	3.8	4	4	NA	The Astronauts	The Astronauts
Poker Night at the Inventory	31280	Casual, Sports	Card Game, Casual, Comedy, Singleplayer, Funny, Gambling, Strategy, Sports, Simulation, Conversation, Indie, Memes, First-Person, Touch-Friendly, Point & Click, Multiplayer, Board Game, Action, Relaxing, Free to Play	8910	89.2143658810325	3.7	3	28	NA	Telltale Games	Strategy First
Symphony	207750	Action, Casual, Indie	Music, Indie, Shoot 'Em Up, Action, Rhythm, Casual, Bullet Hell, Music-Based Procedural Generation, Arcade, Singleplayer, Shooter, Procedural Generation	1456	84.2032967032967	3.7	8	20	NA	Empty Clip Studios	Empty Clip Studios
Pixel Painter	648120	Casual, Indie	Education, Casual, Word Game, PvP, Board Game, Arcade, Experimental, 3D Vision, First-Person, Cute, Text-Based, Simulation, Puzzle, Abstract, Design & Illustration, Minimalist, Pixel Graphics, Hand-drawn, Stylized, Colorful	1000	74.2	3.7	NA	NA	NA	Dio Alias Games	Dio Alias Games
Star Fields	499420	Casual, Indie	Casual, Indie, Arcade	125	44	3.7	Sin registro de tiempo	Sin registro de tiempo	NA	AG media	Back To Basics Gaming
Stikbold!	429330	Action, Indie, Sports	Action, Sports, Indie, Funny, Colorful, Local Multiplayer, Family Friendly, Local Co-Op, Multiplayer, 4 Player Local, Physics, Great Soundtrack, Competitive, Comedy, Adventure, Top-Down, PvP, Team-Based, Party Game	420	88.0952380952381	3.7	2	11	NA	Game Swing	Curve Games
Mega Man Legacy Collection 2	495050	Action	Action, Platformer, Classic, Retro, Great Soundtrack, 2D, Singleplayer, Difficult, Side Scroller, Pixel Graphics, Anime, Shooter, 1990's, Remake, Sci-fi	1042	87.6199616122841	3.7	13	36	NA	CAPCOM CO., LTD	CAPCOM CO., LTD
Tales of Maj'Eyal	259680	Adventure, Indie, RPG	Traditional Roguelike, Rogue-like, Dungeon Crawler, Perma Death, Turn-Based, Difficult, RPG, Procedural Generation, 2D, Top-Down, Fantasy, Open World, Tactical, Loot, Moddable, Adventure, Singleplayer, Indie, Replay Value, Character Customization	5606	95.6296824830539	3.7	38	258	NA	Netcore Games	Netcore Games
Mini Motor Racing EVO	209520	Casual, Indie, Racing	Racing, Indie, Casual, Arcade, Top-Down	674	64.9851632047478	3.7	5	13	NA	The Binary Mill	The Binary Mill
Nux	307350	Action	Action, Platformer, Shoot 'Em Up, Indie	467	39.186295503212	3.7	1	0	NA	Idigicon	KPL
To the Moon	206440	Adventure, Indie, RPG	Story Rich, Great Soundtrack, Indie, Emotional, RPGMaker, Adventure, Pixel Graphics, Singleplayer, Interactive Fiction, RPG, Romance, Short, 2D, Funny, Psychological, Retro, Cute, Linear, Casual, Female Protagonist	65392	96.4261683386347	3.7	4	4	X	Freebird Games	Freebird Games
Sakura Space	521500	Casual, Indie	Nudity, Sexual Content, Visual Novel, Indie, Casual, Anime, Mature, Female Protagonist, Sci-fi, Memes, LGBTQ+	302	78.1456953642384	3.7	2	3	NA	Winged Cloud	Winged Cloud
Sakura Santa	421700	Adventure, Casual	Anime, Nudity, Visual Novel, Casual, Adventure, Mature, Memes, Sexual Content, Story Rich, Hentai, Singleplayer, Dating Sim, Cute	635	85.9842519685039	3.7	2	3	NA	Winged Cloud	Winged Cloud
So Many Cubes	513590	Action, Casual, Strategy, Early Access	Early Access, Casual, Strategy, Action	149	30.2013422818792	3.7	Sin registro de tiempo	Sin registro de tiempo	NA	exagongames	NewRealityGames
Data Hacker: Corruption	329000	Adventure, Indie, RPG, Simulation	Indie, RPG, Adventure, Simulation, RPGMaker, JRPG	122	48.3606557377049	3.7	18	0	NA	New Reality Games	New Reality Games
DARK	225360	Action, RPG	Stealth, Action, Vampire, RPG, Third Person, Dark, Singleplayer	1257	52.744630071599	3.7	7	12	NA	Realmforge Studios	Kalypso Media Digital
Portal 2	620	Action, Adventure	Platformer, Puzzle, Dark Humor, First-Person, Story Rich, Puzzle-Platformer, Funny, Female Protagonist, 3D Platformer, Action-Adventure, Action, FPS, Co-op, Physics, Level Editor, Sci-fi, Science, Atmospheric, Comedy, Adventure	324491	98.7805516948082	3.7	9	21	NA	Valve	Valve
I am weapon: Revival	335700	Action, Indie, RPG	Action, Indie, Top-Down Shooter, RPG, Co-op, Shoot 'Em Up, Gore, Twin Stick Shooter, Atmospheric, Adventure, Early Access	284	69.3661971830986	3.7	Sin registro de tiempo	Sin registro de tiempo	NA	Krealit	Krealit
Dreamfall Chapters	237850	Adventure, Indie	Adventure, Story Rich, Atmospheric, Fantasy, Female Protagonist, Cyberpunk, Choices Matter, Singleplayer, Third Person, Point & Click, Great Soundtrack, Episodic, Futuristic, Sci-fi, Kickstarter, Choose Your Own Adventure, Exploration, Indie, Walking Simulator, Action	4222	82.9701563240171	3.7	22	36	NA	Red Thread Games	Red Thread Games
Democracy 3	245470	Indie, Simulation, Strategy	Political Sim, Simulation, Politics, Strategy, Indie, Turn-Based, Political, Singleplayer, Economy, Management, Sandbox, Moddable, Difficult, 2D, Turn-Based Strategy, Education, Casual, Capitalism, Sequel, Funny	7179	74.5368435715281	3.7	6	25	NA	Positech Games	Positech Games
Midnight Carnival	546980	Casual, Early Access	Early Access, Casual, Visual Novel	296	36.1486486486487	3.7	Sin registro de tiempo	Sin registro de tiempo	NA	Delusional Games	Back To Basics Gaming
TransOcean: The Shipping Company	289930	Casual, Simulation, Strategy	Simulation, Strategy, Management, Economy, Casual, Naval	1133	72.2859664607237	3.7	16	23	NA	Deck13 Hamburg	astragon Entertainment 
Dinosaur Forest	506730	Action, Indie	Action, Indie, Dinosaurs, Multiplayer	669	56.5022421524664	3.6	1	4	NA	Racing Bros	ANPA.US
House of 1,000 Doors - Family Secrets	286500	Adventure, Casual	Casual, Hidden Object, Adventure, Point & Click, Puzzle, Female Protagonist, Singleplayer, Horror	375	92.5333333333333	3.6	3	5	NA	Alawar	Viva Media
X-Blades	7510	Nudity, Violent, Action, Adventure, RPG	Action, Female Protagonist, Hack and Slash, RPG, Adventure, Anime, Nudity, Singleplayer, Fantasy, Character Action Game, Violent, Third Person, Great Soundtrack, Spectacle fighter, Beat 'em up	3055	61.8330605564648	3.6	7	11	NA	Gaijin Entertainment	Topware Interactive
Cubicle Quest	349500	Indie, RPG, Simulation	RPG, Indie, RPGMaker, Simulation, Adventure, Comedy, Singleplayer, JRPG, Fantasy, Puzzle, Story Rich, Surreal, Difficult, Atmospheric, 2D, Walking Simulator	679	74.079528718704	3.6	Sin registro de tiempo	Sin registro de tiempo	NA	Ian Isaro	GrabTheGames
House of 1000 Doors: The Palm of Zoroaster Collector's Edition	302120	Adventure, Casual	Casual, Adventure, Hidden Object, Puzzle, Point & Click	209	90.9090909090909	3.6	3	4	NA	Alawar	Viva Media
DEADBOLT	394970	Action, Indie	Pixel Graphics, Stealth, Great Soundtrack, Indie, Action, 2D, Difficult, Gore, Singleplayer, Side Scroller, Shooter, Blood, Atmospheric, Violent, Zombies, Strategy, Vampire, Dark, Platformer, Horror	4588	96.0113339145597	3.6	6	12	NA	Hopoo Games	Hopoo Games
FATE: The Cursed King	303690	Action, Adventure, RPG	RPG, Adventure, Action, Dungeon Crawler, Singleplayer, Hack and Slash, Action RPG, Isometric, Procedural Generation, Strategy, Loot, Casual, Party-Based RPG, Rogue-like, Mystery Dungeon, Survival Horror, Fishing, Inventory Management, Co-op, Multiplayer	397	88.9168765743073	3.6	Sin registro de tiempo	Sin registro de tiempo	NA	WildTangent	WildTangent
Burstfire	349580	Action, Indie	Action, FPS, Free to Play, Shooter, Multiplayer, Indie, Tactical, Online Co-Op, First-Person, Early Access, Strategy	829	42.2195416164053	3.6	Sin registro de tiempo	Sin registro de tiempo	NA	Nacho Games	Nacho Games
ENDLESS™ Space - Definitive Edition	208140	Strategy	Strategy, 4X, Space, Sci-fi, Turn-Based Strategy, Turn-Based, Multiplayer, Singleplayer, Indie, Exploration, Great Soundtrack, Futuristic, Diplomacy, Grand Strategy, Aliens, Simulation, Atmospheric, Replay Value, Management, Sandbox	9034	80.3187956608368	3.6	16	107	NA	AMPLITUDE Studios	SEGA
7 Days to Die	251570	Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access	Survival, Zombies, Open World, Multiplayer, Voxel, Open World Survival Craft, Post-apocalyptic, Base-Building, Online Co-Op, Exploration, Building, Sandbox, Simulation, FPS, Strategy, Character Customization, Tower Defense, Procedural Generation, Action, Early Access	244457	88.4081863067942	3.6	54	430	NA	The Fun Pimps	The Fun Pimps Entertainment LLC
ibb & obb	95400	Action, Adventure, Indie	Co-op, Online Co-Op, Local Co-Op, Puzzle, Platformer, Indie, Cute, Multiplayer, Adventure, Puzzle-Platformer, Action, 2D, Family Friendly, Great Soundtrack, Difficult, Casual, Local Multiplayer, Controller, Funny, Psychological Horror	5835	91.191088260497	3.6	6	16	NA	Sparpweed, Codeglue	Sparpweed
System Shock 2	238210	Action, RPG	Cyberpunk, RPG, Horror, Sci-fi, Classic, FPS, Immersive Sim, Survival Horror, Cult Classic, Action, First-Person, Space, Story Rich, Atmospheric, Great Soundtrack, Singleplayer, Co-op, Inventory Management, Shooter, Survival	6566	94.5324398416083	3.6	14	22	NA	Nightdive Studios, Irrational Games, Looking Glass Studios	Nightdive Studios
Nuclear Throne	242680	Action, Indie, RPG	Action Roguelike, Rogue-like, Indie, Pixel Graphics, Difficult, Bullet Hell, Action, Rogue-lite, Top-Down Shooter, Great Soundtrack, Post-apocalyptic, Shooter, Local Co-Op, Singleplayer, Top-Down, 2D, Twin Stick Shooter, Perma Death, RPG, Local Multiplayer	16286	96.3219943509763	3.6	17	191	NA	Vlambeer	Vlambeer
Zeno Clash 2	215690	Action, Indie	Action, Indie, Surreal, Beat 'em up, Fighting, First-Person, Adventure, Co-op, Singleplayer, Open World, FPS, Atmospheric, Fantasy, Online Co-Op, Sci-fi	1226	77.0799347471452	3.6	6	8	NA	ACE Team	SEGA
Bud Spencer & Terence Hill - Slaps And Beans	564050	Action, Adventure, Indie	Beat 'em up, Action, Retro, Pixel Graphics, Adventure, Indie, Arcade, Local Co-Op, Co-op, 2D Fighter, 2D, Early Access	1510	92.6490066225166	3.6	3	4	NA	Trinity Team	Buddy Productions GmbH
RADical ROACH Remastered	301750	Action, Adventure, Casual, Indie, Simulation, Strategy	Indie, Action, Casual, Adventure, Simulation, Strategy, Shoot 'Em Up, Bullet Hell, Side Scroller, Singleplayer, Shooter, Difficult	1074	53.7243947858473	3.6	1	0	NA	Pixel Puzzles	Pixel Puzzles
The Red Solstice	265590	Action, RPG, Strategy	CRPG, RPG, Co-op, Sci-fi, Party-Based RPG, Real-Time with Pause, Real Time Tactics, Multiplayer, Top-Down, Real-Time, Aliens, Online Co-Op, Singleplayer, Kickstarter, Tactical, Difficult, Atmospheric, RTS, Strategy RPG, Team-Based	2379	72.3833543505675	3.6	18	0	NA	Ironward	Ironward
The Elder Scrolls Online	306130	Action, Adventure, Massively Multiplayer, RPG	RPG, MMORPG, Open World, Adventure, Fantasy, Exploration, Multiplayer, Singleplayer, Action, Massively Multiplayer, PvP, Character Customization, PvE, Lore-Rich, Choose Your Own Adventure, Story Rich, Class-Based, Magic, Action RPG, Atmospheric	129092	81.8114213119326	3.6	42	447	NA	ZeniMax Online Studios	Bethesda Softworks
Spikit	509110	Casual, Indie	Indie, Casual, Bullet Hell, Difficult	396	80.3030303030303	3.6	0	2	NA	Blastoid Entertainment	Back To Basics Gaming
Barnyard Mahjong 3	498030	Casual	Casual, Mahjong, Puzzle	117	60.6837606837607	3.6	3	27	NA	EnsenaSoft	EnsenaSoft
UltraGoodness	610130	Action, Adventure, Indie	Action Roguelike, Top-Down Shooter, Twin Stick Shooter, Dungeon Crawler, Rogue-lite, Shooter, Controller, Rogue-like, 2D, Top-Down, Funny, Cute, Action, Colorful, Adventure, Pixel Graphics, Demons, Comedy, Blood, Combat	212	75.4716981132076	3.6	0	9	NA	Rasul Mono	Meridian4
Momodora: Reverie Under the Moonlight	428550	Action, Adventure, Indie	Metroidvania, Side Scroller, 2D Platformer, Exploration, Souls-like, Spectacle fighter, 2D, Female Protagonist, Difficult, Platformer, Pixel Graphics, Cute, Action, Controller, Anime, Colorful, Fantasy, Magic, Dark Fantasy, Atmospheric	9817	93.8983396149537	3.6	4	10	NA	Bombservice	PLAYISM
Observer	514900	Adventure, Indie	Cyberpunk, Psychological Horror, Horror, Atmospheric, Sci-fi, Story Rich, First-Person, Walking Simulator, Adventure, Detective, Dystopian , Singleplayer, Futuristic, Indie, Violent, Dark, Gore, Stealth, Nudity, Survival	5699	79.2068783997192	3.6	7	11	NA	Bloober Team SA	Bloober Team
The Flame in the Flood	318600	Action, Adventure, Indie	Survival, Adventure, Action Roguelike, Indie, Great Soundtrack, Crafting, Female Protagonist, Exploration, Action, Atmospheric, Post-apocalyptic, Singleplayer, Rogue-like, Rogue-lite, Difficult, Open World, Isometric, Strategy, Kickstarter, Co-op	6764	75.916617386162	3.5	9	27	NA	The Molasses Flood	The Molasses Flood, Curve Games
Steredenn	347160	Action, Indie	Shoot 'Em Up, Pixel Graphics, Fast-Paced, Arcade, Rogue-like, Rogue-lite, Action Roguelike, Bullet Hell, Shooter, Score Attack, Local Co-Op, Action, Side Scroller, 2D, Sci-fi, Co-op, 1990's, Combat, Controller, Local Multiplayer	859	87.7764842840512	3.5	2	50	NA	Pixelnest Studio	TyGAMES
VVVVVV	70300	Action, Indie	Pixel Graphics, Precision Platformer, Platformer, Indie, 2D Platformer, Great Soundtrack, Difficult, Retro, 2D, Singleplayer, Exploration, Action, Sci-fi, Adventure, Short, Minimalist, Metroidvania, Puzzle, Open World, Space	9022	96.3201064065617	3.5	2	5	NA	Terry Cavanagh	Terry Cavanagh
Brothers - A Tale of Two Sons	225080	Action, Adventure, Indie	Adventure, Atmospheric, Story Rich, Controller, Indie, Emotional, Puzzle, Short, Fantasy, Singleplayer, Beautiful, Great Soundtrack, Local Co-Op, Action, Multiplayer, Platformer, Third Person, Casual, 3D Vision, Walking Simulator	39471	94.5833650021535	3.5	3	4	X	Starbreeze Studios AB	505 Games
Apartment 666	375680	Action, Adventure, Indie	Action, Indie, Adventure, Horror	428	33.411214953271	3.5	1	1	X	I Need Play	I Need Play
Spintires®	263280	Adventure, Casual, Indie, Racing, Simulation	Simulation, Offroad, Automobile Sim, Physics, Multiplayer, Driving, Realistic, Co-op, Moddable, Adventure, Online Co-Op, Exploration, Third Person, Atmospheric, Sandbox, Singleplayer, Difficult, Indie, PvP, Immersive Sim	29581	87.505493391028	3.5	9	48	NA	Oovee® Games	Oovee® Games
The Saint: Abyss of Despair	560820	Adventure, Casual	Casual, Adventure, Hidden Object, Point & Click, Indie, Singleplayer, Addictive	89	70.7865168539326	3.5	2	3	NA	Happy Artist	Alawar Entertainment
Lup	412600	Action, Indie	Indie, Action, Platformer	348	44.5402298850575	3.5	1	0	NA	Leo B	Back To Basics Gaming
FATE: Undiscovered Realms	276890	Action, Adventure, RPG	RPG, Action, Adventure, Dungeon Crawler, Action RPG, Hack and Slash, Loot, Rogue-like	339	78.4660766961652	3.5	13	0	NA	WildTangent	WildTangent
BioShock Remastered	409710	Action, RPG	FPS, Story Rich, Atmospheric, Horror, Singleplayer, First-Person, Action, Dystopian , Shooter, Underwater, Sci-fi, Steampunk, Dark, Adventure, RPG, Classic, Remake, Great Soundtrack, Alternate History, Immersive Sim	45757	79.1004655025461	3.5	11	23	NA	2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)	2K, Feral Interactive (Mac)
Superfrog HD	234000	Action	Platformer, Action, Remake, Retro, Arcade, 2D, Classic	702	47.2934472934473	3.5	3	7	NA	Team17 Digital Ltd	Team17 Digital Ltd
Gunnheim	371510	Action, Indie	Action, Indie, Co-op, Twin Stick Shooter, 4 Player Local, Top-Down Shooter, Gore, Local Co-Op, Cartoony, Shoot 'Em Up, Shooter, Arcade, Top-Down, Isometric, Funny, Violent, Fantasy, Survival, Local Multiplayer, Online Co-Op	320	40.625	3.5	Sin registro de tiempo	Sin registro de tiempo	NA	SIEIDI Ltd	
Sleeping Valley	538590	Action, Adventure, Casual, Indie	Casual, Indie, Adventure, Action, Platformer, Arcade, Survival, Puzzle, Surreal, Relaxing, 2D, Difficult, Dark, Abstract, Puzzle-Platformer, Co-op, Sci-fi, Pixel Graphics, Steampunk, Minimalist	295	33.2203389830508	3.5	0	1	NA	White Dog Games	SA Industry
Hostile Waters: Antaeus Rising	267980	Strategy	Strategy, Action, Sci-fi, Singleplayer, Classic, Shooter, RTS	410	76.3414634146341	3.5	20	0	NA	Rage Software	Funbox Media Ltd
The Shrouded Isle	501320	Indie, Simulation	Political Sim, 2D, Management, Horror, Turn-Based Strategy, Turn-Based, Difficult, Dark Humor, Diplomacy, Building, Villain Protagonist, Strategy RPG, Story Rich, Strategy, Noir, Experimental, Choices Matter, Multiple Endings, Procedural Generation, Lovecraftian	1248	70.7532051282051	3.5	4	13	NA	Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short	Kitfox Games
Rock of Ages 2	434460	Action, Indie, Racing, Strategy	Strategy, Action, Comedy, Indie, Racing, Multiplayer, Tower Defense, Funny, Historical, Co-op, Split Screen, Singleplayer, Memes, Local Multiplayer, Destruction, Great Soundtrack, Local Co-Op	2924	85.2257181942544	3.5	4	9	NA	ACE Team	SEGA
Anna's Quest	327220	Adventure, Indie	Adventure, Point & Click, Indie, Female Protagonist, Fantasy, Dark Humor, Singleplayer, Dark, Puzzle, Comedy, Atmospheric, 2D, Story Rich, Horror	1972	88.3874239350913	3.5	10	11	NA	Daedalic Entertainment	Daedalic Entertainment
The Dreamlord	412290	Adventure, Casual, Indie	Adventure, Casual, Indie	180	39.4444444444444	3.5	Sin registro de tiempo	Sin registro de tiempo	NA	mesetts	New Reality Games
POSTAL Redux	401680	Action, Indie	Online Co-Op, Multiplayer, Singleplayer, Co-op Campaign, Gore, Violent, Co-op, Top-Down, Fast-Paced, Pixel Graphics, Dark Humor, Horror, Top-Down Shooter, Dark Comedy, Psychological Horror, Isometric, Surreal, Action, Twin Stick Shooter, Shooter	3840	92.4479166666667	3.5	2	4	NA	Running With Scissors	Running With Scissors
